content,score,cleaned_text
"Beli gojek+ apalah nama nya ga ada guna nya telor,, yg ada malah nambah mahal, trik2 aja...",1,beli gojek apa nama nya ga nya telor yg nambah mahal trik aja
"Gerak cepat, sangat membantu disaat-2 urgent 👍",5,gerak cepat bantu saat urgent 
Maaf skrng saya jadi kurang suka sma gojek. Mempersulit bngt untuk melakukan pelunasan cicilan gopaylater. Setelah lunas saya bakal hapus gojek. Padahal saya selalu bayar walaupun telat 1 hari dan sudah di kenakan denda 50rb . Tapi pas akhir tahun gojek udh ga bisa di cicil lagi jadi biayanya nya gede harus di lunasin semua. Setelah akhir bulan lunas saya gak akan pakai gojek lagi!!! Blacklist.,1,maaf skrng suka sma gojek sulit bngt lunas cicil gopaylater lunas hapus gojek bayar telat kena denda rb pas gojek udh ga cicil biaya nya gede lunasin lunas gak pakai gojek blacklist
Sangat membantu bila mau belanja,4,bantu belanja
aplikasi sampah pindah lokasi aja gabisa,1,aplikasi sampah pindah lokasi aja gabisa
Lumayan puas vocer nya tingkatkan lagi,3,lumayan puas vocer nya tingkat
"Semua jadi mudah pakai gojek, banyak promonya juga 😁",5,mudah pakai gojek promonya 
"Belanja jdi gampang klo lgi mager,,,bagus cepet datang lagi🤗",5,belanja jdi gampang klo lgi magerbagus cepet lagi
"ongkir makin mahal ga cocok,aturan beli makanan malah beli ongkir",1,ongkir mahal ga cocokaturan beli makan beli ongkir
"ga adil banget aku sakit hati, order makanan pake diskon tapi dibatalin susah nyari driver, langsung hilang tu diskon nya anjay, ga jadi dipake juga padahal.",1,ga adil banget sakit hati order makan pake diskon dibatalin susah nyari driver langsung hilang tu diskon nya anjay ga dipake
"Aahh pesen makanan selalu tutup restony, -",1,aahh sen makan tutup restony
Duh uy pesen go food express sama aja kek mesen pake hemat zzzz gimana ni gojek kan sama aja boong dong solusi nya gimana ini??,1,duh uy sen go food express aja kek mesen pake hemat zzzz gimana ni gojek aja boong solusi nya gimana
"Tolong diperbaiki lagi sistem pembatalannya , masak nunggu driver 1 jam",1,tolong baik sistem batal masak nunggu driver jam
kenapa ya daftar gopay pinjam lewat gojek gak bisa bisa? periksa data muter muter terus dari kemarin...,1,ya daftar gopay pinjam gojek gak periksa data muter muter kemarin
Fitur bantuan/laporan tolong direvisi agar user bisa chat biar ga boot balasannya,1,fitur bantuanlaporan tolong revisi user chat biar ga boot balas
"Akan lebih baik jika lokasi tidak disetting otomatis di lokasi sekitar. Boleh jadi, pelanggan ingin mengecek biaya gocar/goride suatu tempat dari jarak jauh. Misal, bandara ke hotel. Setting lokasi sekitar mengakibatkan pengecekan biaya tak dapat dilakukan. Sebab, lokasi yang jauh tak terdeteksi.",2,lokasi disetting otomatis lokasi langgan ecek biaya gocargoride jarak bandara hotel setting lokasi akibat kece biaya lokasi deteksi
iniii gimanaa saldo ngurang tapi belom masuk ke penerimaaaaaa woi,1,iniii gimanaa saldo ngurang bom masuk penerimaaaaaa woi
"Ini kenapa ya, kok apk di hp gabisa di buka Tolong bantu pencerahannya",5,ya apk hp gabisa buka tolong bantu cerah
"Driver comfort lagunya sengaa,, gak mau diambil, lucu bgt driver ojol tuh. Kalo ga mau ambil bilang biar dicancel wahai para driver dongoo. Biar org ga nunggu",1,driver comfort lagu sengaa gak ambil lucu bgt driver ojol tuh kalo ga ambil bilang biar dicancel driver dongoo biar org ga nunggu
Saya gatau sama sistem gojek. Pesan gofood total biaya 47rb. Bayar pakai gopay. Isi gopay 50rb. Udah di diskon tp kenapa gopay hanya terakumulasi 33rb sisanya tunai. Dan saldo gopay 50rb itu habis jadi 0 rupiah. Tolong ya di perbaiki dan di respon setiap kritikan. Ini bukan nominal. Tp pemai gojek 1 indonesia. Brp banyak yg seperti saya.,1,gatau sistem gojek pesan gofood total biaya rb bayar pakai gopay isi gopay rb udah diskon tp gopay akumulasi rb sisa tunai saldo gopay rb habis rupiah tolong ya baik respon kritik nominal tp mai gojek indonesia brp yg
Layanan komunikasi antara pengemudi dan calon penumpang sdh bagus 👍,5,layan komunikasi kemudi calon tumpang sdh bagus 
Apk ribet udh berjam jam nunggu dpt driver kelaparan tpi g dpt dpt giliran dibatalin susah as*,1,apk ribet udh jam jam nunggu dpt driver lapar tpi g dpt dpt gilir dibatalin susah as
"2 jam belum di pickup gosend instan shopee parah, status 2 jam hanya driver sedang ke lokasi penjual untuk pickup, suspend aja driver begitu",1,jam pickup gosend instan shopee parah status jam driver lokasi jual pickup suspend aja driver
"Mesan gofood, setelah nunggu 1 jam dicancel karena driver sibuk, hadehhh kalo emang lagi ga ada driver dari awal dicancelnya, udah lama nunggu kelaperan baru dicancel",1,mesan gofood nunggu jam dicancel driver sibuk hadehhh kalo emang ga driver dicancelnya udah nunggu kelaperan dicancel
Untuk kendaraan lebih cepat sampe nya,5,kendara cepat sampe nya
Nyarii driver hampir se jam belum dapet dapet,2,nyarii driver jam dapet dapet
sangat membantu dan banyak discount,5,bantu discount
Alhamdulillah saya bs pesan dari kota lain untuk jemput orang tua dr stasiun kermh. Terbantu sekali. Tetap jaga keramahan antar sesama.,5,alhamdulillah bs pesan kota jemput orang tua dr stasiun kermh bantu jaga ramah
Lama mendapatkan driver tapi ketika meminta pembatalan malahan tidak bisa,1,driver batal
Gofood nya selalu lama dan ga rekomen download aplikasi ini,1,gofood nya ga rekomen download aplikasi
"nyaman, cepat dan murah",5,nyaman cepat murah
Semoga lebih banyak promo tunai sama non tunainya,5,moga promo tunai non tunai
Aplikasi Ny Sering Bug Jaringan,1,aplikasi ny bug jaring
Sangat membantu disaat keperluan dadakan,5,bantu saat perlu dada
Tingkat lagi kualitas pelayanannya,5,tingkat kualitas layan
Harga cukup terjangkau Cukup membantu,5,harga jangkau bantu
Alhamdulillah ga sulit cari driver.. beda kalo hujan.. luama banget dapat drivernya,4,alhamdulillah ga sulit cari driver beda kalo hujan luama banget drivernya
Biaya penanganan makin mahal..gda promo2 lagi..jadi males pake gofood,1,biaya tangan mahalgda promo lagijadi males pake gofood
"Tiba-tiba gajelas gojek pake gopaylater gapernah telat bayar nya malah bayar kecepetan malah di blokir gopaylater anehhh bgtt ,padahal gapernah ada niat galbay tapi malah kecepetan bayaran nya diblokir",1,tibatiba gajelas gojek pake gopaylater gapernah telat bayar nya bayar kecepetan blokir gopaylater anehhh bgtt gapernah niat galbay kecepetan bayar nya blokir
Support transportasi & belanja,5,support transportasi belanja
Mudah banget and sangat membantu. Thanks ya,5,mudah banget and bantu thanks ya
Banyak dikasi Promo tpi ribet bgt syaratnya dan cara pakenya.,3,kasi promo tpi ribet bgt syarat pakenya
Verifikasi gagal terus katanya muka tidak sama ashhhh,1,verifikasi gagal muka ashhhh
Map nya selalu ngasih jalur yg jauh,1,map nya ngasih jalur yg
susah dapat driver kalau pesen gofood padahal sengaja gapake promo!,1,susah driver sen gofood sengaja gapake promo
"Tolong buatkan app versi lite dong, karena aplikasi gojek ini sekarang semakin berat, loading nya pun semakin lama sampai2 kasir tempat saya bayar dan orang yg antri menunggu lama hanya karena loading aplikasi yg kelamaan. Padahal gak cuma saya yg hp nya kentang, yg lain banyak, ini aplikasi penggunanya sangat banyak, dan performa aplikasi yg berat di hp ini sangat mengganggu kenyamanan kami. Tolong buatkan versi lite nya...",3,tolong buat app versi lite aplikasi gojek berat loading nya kasir bayar orang yg antri tunggu loading aplikasi yg gak yg hp nya kentang yg aplikasi guna performa aplikasi yg berat hp ganggu nyaman tolong buat versi lite nya
"dr jam 5 keatas sore posisi bandung jrg bgt ad yg nerima, pdhl dr map nya bnyk trs penawaran harga diatas biasanya.",1,dr jam atas sore posisi bandung jrg bgt ad yg nerima pdhl dr map nya bnyk trs tawar harga atas
"Kenapa driver tuh sekarang emosian terus? Minta tip juga, padahal tanpa minta bakal gue kasih tapi kalo minta kek ga iklas aja, saya mana tau bayarnya murah goceng doang, ngomel nya ke costumer hadehhh mls pake gojek",1,driver tuh emosi tip gue kasih kalo kek ga iklas aja tau bayar murah goceng doang ngomel nya costumer hadehhh mls pake gojek
Tambah mahal pajak nya... Kasihan driver dan consumen yg selalu di manfaatkan olih aplikasi gojek,1,mahal pajak nya kasihan driver consumen yg manfaat olih aplikasi gojek
"DI GOFOOD PROMO NYA SELALU SELISIH RATA2 2.000an.. contoh 20.000 di coret jd 14.500 tapi setelah pilih2 menu di keranjang. Hrga estimasi 20.000, potongan 3.500 , emang nggk ketara sih apalagi kalo pesen nya banyak dan nggk mgkn orang hitung manual. Di aplikasi lgsg aja pilih pilih pilih pesan. Yg pntg di menu diskon udah kliatan. Tp setelah aku teliti. Di menu dengan di keranjang pas mu pesan. Selalu selisih. Rata2 2rb.",3,gofood promo nya selisih an contoh coret jd pilih menu keranjang hrga estimasi potong emang nggk tara sih kalo sen nya nggk mgkn orang hitung manual aplikasi lgsg aja pilih pilih pilih pesan yg pntg menu diskon udah kliatan tp teliti menu keranjang pas mu pesan selisih rb
Kurang membantu.. ke daerah saya masih ada driver yg selalu ampir tiap hari masih minta d batal kan dengan alasan titik penjemputan terlalu jauh... padahal jarak tempuh terbilang gk terlalu jauh.. tolong lebih d perbaiki lagi untuk driver nya..,2,bantu daerah driver yg ampir d batal alas titik jemput jarak tempuh bilang gk tolong d baik driver nya
Mengecewakam Pesan makanan. Sudah menunggu lama . Drivertidak ada yg mengambil Ini bukan yang pertama kali,3,mengecewakam pesan makan tunggu drivertidak yg ambil kali
"Area kuningan jawa barat, susah banget driver gojek, kalah sama driver grab.... Lahhh sudah lah pindah dulu ke grab, driver gojek susah di cari setengah jam gak dapet dapet ya ujung nya grab",1,area kuningan jawa barat susah banget driver gojek kalah driver grab lahhh pindah grab driver gojek susah cari jam gak dapet dapet ya ujung nya grab
Kenapa ya PAYLATER saya lama banget di review nya.. udah sebulan lebih gak slesai2,5,ya paylater banget review nya udah bulan gak slesai
Cepat support dalam penjemputan,5,cepat support jemput
"Susah dapat driver,sekalinya dapat langsung di batalin driver .",1,susah driversekalinya langsung batalin driver
Mahal di pajak murah di ongkos. Drivernya gak pake tes apa2. Banyak driver maksa minta tip,1,mahal pajak murah ongkos drivernya gak pake tes driver maksa tip
"Saya menggunakan gojek utk dompet digital sdh sejak beberapa tahun lalu, dan sdh upgrade ke gopay plus sdh 4 atau 5 tahunan lalu. Selama ini utk transaksi transfer ke bank ataupun belanja digital oke2 saja, walaupun terkadang ada sedikit kendala, tp itu tidak apa, Tp hari ini, saya mau transfer ke bank, situasi penting banget, aplikasi menolak dgn penjelasan spy upgrade dulu ke gopay plus, maksudnya apa?????, dan parahnya lg setelah beberapa kali di upgrade dgn foto e-ktp gagal trus.",1,gojek utk dompet digital sdh sdh upgrade gopay plus sdh tahun utk transaksi transfer bank belanja digital oke terkadang kendala tp tp transfer bank situasi banget aplikasi tolak dgn jelas spy upgrade gopay plus maksud parah lg kali upgrade dgn foto ektp gagal trus
Alhamdulillah pelayanan cepat dan tepat,5,alhamdulillah layan cepat
"Woi gojek,,kira2 klu bikin tarif nga mikir apa jemput 3-4km,,ongkos nya kadang 15-20ribu,,ngalah2 in angkot,,,ini ngalahin rentenir lagi potongan nya buat pemerintah di tutup aja ini apk penghisap darah orang ongkos murah kena potongan lagi",1,woi gojekkira klu bikin tarif nga mikir jemput kmongkos nya kadang ribungalah in angkotini ngalahin rentenir potong nya perintah tutup aja apk penghisap darah orang ongkos murah kena potong
"Sangat membantu ya bagi kaum rebahan,🥰",5,bantu ya kaum rebah
banyak diskon dan pengemudinya baik baik,5,diskon mud
"Kebanyakan iklan, bikin repot hp",1,banyak iklan bikin repot hp
"Nyaman, pelayanan di bandara ok",5,nyaman layan bandara ok
Sangat Mudah Dan Membantu Saya Untuk Jalan Pulang..,4,mudah bantu jalan pulang
Gojek makin hari makin payah! Klaim kode voucher tdk bisa padahal kode promo uda bener! Klo ga ada kode promo masih jauh lebih murah pake GRAB! Goodbye gojek!,1,gojek payah klaim kode voucher tdk kode promo uda bener klo ga kode promo murah pake grab goodbye gojek
Sangat membantu dalam perjalanan,5,bantu jalan
Setelah update tidak bisa membatalkan pesanan .pesan makan sama orang pertama ga ada respon trs di call mas ojolny ga angkat . Di chat ga bales . Karna ga bisa cancel Jadi nunggu ke cancel otomatis. Tapi sekalinya dapat jauh banget . Jadi selalu menunggu lama untuk berganti mas ojol . Iya kl ketemu yg deket enak udh nunggu setengah jam . Kl pas dapan yg baru jauh banget . Jadi nunggunya dobel Tolonglah di perbaiki tentang layanan gofood . Kl begini trs yakin saya banyak yg beralih app,1,update batal pesan pesan makan orang ga respon trs call mas ojolny ga angkat chat ga bales karna ga cancel nunggu cancel otomatis sekali banget tunggu ganti mas ojol iya kl ketemu yg deket enak udh nunggu jam kl pas dap yg banget nunggunya dobel tolong baik layan gofood kl trs yg alih app
"Gojek sekarang buruk service ny ...suka cancel"" saya pesen 10x di cancel..mw ny gmn si",1,gojek buruk service ny suka cancel sen x cancelmw ny gmn si
"utk layanan transportasi sih bagus & membantu, tapi apa gunanya token utk dapetin poin , cuma bisa dipakai utk cashback & potonfan harga barang yg dibutuhin, kalaupun ada jumlah poin yg diminta g masuk akal (g mungkin mencapai poin nya). dan kalau harus belanja pakai gopay, sy sih ogah banget, mending belanja lanjsung aja ke tempatnya bisa milih2 sesuai kebutuhan.",4,utk layan transportasi sih bagus bantu guna token utk dapetin poin pakai utk cashback potonfan harga barang yg dibutuhin poin yg g masuk akal g capai poin nya belanja pakai gopay sy sih ogah banget mending belanja lanjsung aja tempat milih sesuai butuh
"Aplikasinya gajelas. Bikin akun gk bisa-bisa. Banyak percobaan ya gara² gak bisa masukin email-nya. Terlalu banyak percobaan lah, demi keamanan akun lah, padahal akun sendiri. Aplikasi aneh, GAJELAS",1,aplikasi gajelas bikin akun gk bisabisa coba ya gara gak masukin email coba aman akun akun aplikasi aneh gajelas
Murah nyaman sopan terbantu banget,5,murah nyaman sopan bantu banget
"Cepat, tepat, efisien.",5,cepat efisien
"Lagi pesen gosend malah disuruh upgrade jadi gabisa bales pesan bapaknya jadi nunggu lama gara gara sinyalnya juga ga bagus bagus banget, kalo bisa lg di upgrade juga masih bisa pesen ya biar ga bikin panik",3,sen gosend suruh upgrade gabisa bales pesan bapak nunggu gara gara sinyal ga bagus bagus banget kalo lg upgrade sen ya biar ga bikin panik
"aplikasi yang sangat membantu untuk bepergian kemanapun,MANTAP",5,aplikasi bantu pergi kemanapunmantap
Di daerah ku lama banget mau pesen makanan rasanya mau pingsan karna lapar malah susah driver,1,daerah ku banget sen makan pingsan karna lapar susah driver
Cepat dan harga terjangkau,5,cepat harga jangkau
Kasih Metode pembayaran dengan shopeePay dong miin dan bayar dgn Qris,4,kasih metode bayar shopeepay miin bayar dgn qris
"udah nungguin go food ampe 2 jam, eh malah dibatalin sepihak oleh aplikasi nya.",1,udah nungguin go food ampe jam eh dibatalin aplikasi nya
Harga ramah d kantong banyak diskon,5,harga ramah d kantong diskon
"Map nya gak akurat dan gak jelas, kasian driver yang mau anterin orderan saya muter muter",1,map nya gak akurat gak kasi driver anterin order muter muter
Begitu sulit untuk login melalui vermuk...makin lama makin buruk pelayanan gojek,1,sulit login vermukmakin buruk layan gojek
Sangat membantu ketika tidak sedang keluar rumah.,5,bantu rumah
Mantap.. makin cepat pelayanannya.,5,mantap cepat layan
Sangat membantu untuk mengantarkan atau mengirim paket,5,bantu antar kirim paket
"Tolong hilangin iklan terbaru go food. Iklan tersebut tidak menarik sama sekali dan cuma bikin kesal saja tuh iklan. Kalau anda ganti iklan yang lebih bagus dari itu kan bagus,kamu kreasi lah buat iklan yang menarik ya jangan yang kayak begitu Iklan itu makin dilihat makin jengkel",1,tolong hilangin iklan baru go food iklan tarik bikin kesal tuh iklan ganti iklan bagus baguskamu kreasi iklan tarik ya kayak iklan jengkel
"Banyak harga menu yang di upgrade. Lebih mahal Rp 3000 - 5000 per menu, belum lagi ada biaya tambahan 2000 untuk PPN di resto tertentu. Tolong harganya pakai real yg sebernya jgn di upgrade.. meski pakai voucher punbharga masih tetep mahal",1,harga menu upgrade mahal rp menu biaya tambah ppn resto tolong harga pakai real yg sebernya jgn upgrade pakai voucher punbharga tetep mahal
"klo dapat driver selalu yang jauh, lama nunggu",1,klo driver nunggu
"driver dapet double order gofood, yang seharusnya satu order percostumer jadi merugika😡",1,driver dapet double order gofood order percostumer merugika
KECEWA BANGAET GOPAYLETER TAU² DI BEKUKAN GA BISA DI PAKAI PADA HAL BAYAR GA PERNAH TELAT...LIMIT NAIK TAPI GA BISA DI PAKE BUAT APA...MUNGKIN KEHABISAN DANA KALI YAA MAKANNYA DI BEKUKAN PADAHAL BAYAR GA PERNAH TELAT WALAU TENOR PALING LAMA CUMA 3 BULAN GA KAYA YG LAIN BISA SAMPE 12 BULAN,1,kecewa bangaet gopayleter tau beku ga pakai bayar ga telatlimit ga pake apamungkin habis dana kali yaa makan beku bayar ga telat tenor ga kaya yg sampe
Sangat bagus pengiriman cepat driver baik,5,bagus kirim cepat driver
Ko saldo saya ke potong buat beli Voucher padahal gua ga beli voucher nya lhoo aneh kesedot sendiri,1,ko saldo potong beli voucher gua ga beli voucher nya lhoo aneh sedot
Cukup baik dan pelayanan memuaskan,5,layan muas
Baik dan cepat banyak promo,4,cepat promo
Buruk sekali sekarang driver gocar yah...banyak alasan buat cancel penumpang dikala hujan. .semua nunggu ambil pas tarif mahal..buruk banget sekarang gojek,2,buruk driver gocar yahbanyak alas cancel tumpang kala hujan nunggu ambil pas tarif mahalburuk banget gojek
Tolong dong drivernya suruh sediakan uang kebalian. Susah kalau mau bayar tapi dia gak punya uang kebalian sama sekali,3,tolong drivernya suruh sedia uang balian susah bayar gak uang balian
lama banget nyari drivernya udh 3× baru kali ini kecewa,1,banget nyari drivernya udh  kali kecewa
"beli gofood dikenai biaya tepat waktu ,tp yang ada molor 20-30 menit... trus gunanya biaya tepat wKtu apa...pungli..??",2,beli gofood kena biaya tp molor menit trus guna biaya wktu apapungli
Aplikasi tidak terlalu berfungsi dengan baik,1,aplikasi fungsi
sampai saat ini gak pernah dikecewakan sama drivernya. semoga sukses selalu,5,gak kecewa drivernya moga sukses
"terlalu sering membuat customer PHP dengan sistem gofood nya yang gajelas, kasang di batalin, tiba"" resto tutup tanpa konfirm dulu gajelas pokoknya",1,customer php sistem gofood nya gajelas kasang batalin resto tutup konfirm gajelas pokok
"Padahal seneng banget pakai aplikasi ini, memudahkan kita dalam bertransaksi apapun. Biasanya tampilan baru itu lebih praktis lagi, tapi entah sekarang malah jadi ribet. Tagihan sudah dibayar, tapi terima pesan di inbox tentang peringatan tagihan. Auto panik khawatir ada tagihan yg kelewat. Tapi pas Mau cek ada tagihan gopay later atau ngga aja susahnya minta ampun. Dibiarin jadi bertambah bunga mau dibayar ribet tagihan ngga muncul. Bingung jadinya",3,neng banget pakai aplikasi mudah transaksi apa tampil praktis ribet tagih bayar terima pesan inbox ingat tagih auto panik khawatir tagih yg lewat pas cek tagih gopay later ngga aja susah ampun dibiarin tambah bunga bayar ribet tagih ngga muncul bingung
SUDAH SAMPAI ASAM LAMBUNG 2 ORANG NAIK BARU BILANG PESANAN TIDAK BISA DI ANTAR KARNA TIDAK ADA PENGEMUDI. TERUS TIDAK ADA PERTANGGUNG JAWABAN APA-APA. APLIKASI BENCANA!,1,asam lambung orang bilang pesan karna kemudi tanggung apaapa aplikasi bencana
"Sering² pembaruan sih aplikasi ini tapi kok terkadang gk bisa dipakai ya? Pas ada darurat butuh malah gk bisa terpakai layanan transportasi nya.. biasanya ± 2 minggu setelah pembaruan, ini aplikasi agak rewel",3,sering baru sih aplikasi terkadang gk pakai ya pas darurat butuh gk pakai layan transportasi nya  minggu baru aplikasi rewel
"Udah nunggu gofood 50 menit disiapin resto, malah ga dapet driver. Harusnya klo memang ga ada driver dibatalin diawal kaya dulu-dulu. Gajelas buang-buang waktu",1,udah nunggu gofood menit disiapin resto ga dapet driver klo ga driver dibatalin awal kaya duludulu gajelas buangbuang
Gojek sangat bermanfaaat di saat kita tidak memiliki motor untuk kmana2 tapi ada gojek yg memberi pelayanan bagus,5,gojek bermanfaaat milik motor kmana gojek yg layan bagus
"Ajuin gopay, gak semenit slsai daftar lgsg direeject. Sakit aplikasi.",1,ajuin gopay gak menit slsai daftar lgsg direeject sakit aplikasi
"Coba update aplikasinya, ini mau upgrade akun untuk PRAKERJA udah nunggu lama malah gagal. Katanya foto terpotong. Coba cek lagi pada saat foto Selfi di aplikasi memang ada Bug bagian wajah terpotong. Mau foto 100x juga tetap sama aja kalo gak di perbaiki",1,coba update aplikasi upgrade akun prakerja udah nunggu gagal foto potong coba cek foto selfi aplikasi bug wajah potong foto x aja kalo gak baik
Sangat baik dan konsisten,5,konsisten
Udah pessen express buat gofood malah ttp aja sampe nya lama. Buang buang uang,1,udah pessen express gofood ttp aja sampe nya buang buang uang
"Gosend terlalu lama, cepetin lah jadinya telat ini. Gimana sih?? nyari driver aja sampe 20 menitan ngapain??? Tanggung jawab dah, ini udh telat gr gr nunggu gosend doang. Perbaikin.",1,gosend cepetin telat gimana sih nyari driver aja sampe menit ngapain tanggung dah udh telat gr gr nunggu gosend doang perbaikin
kukasih bintang 5 tp kl spt aku pelanggan setia mohon discount besar2 an dunk😄,5,kasih bintang tp kl spt langgan setia mohon discount an dunk
"Makin hari makin susah dapat driver, pasti Krn mitra driver dibayar murah dan g dapat bonus saat cuaca hujan. Semenjak di pegang Dora, manajemen Gojek makin bobrok, BKN makin bagus. Makin tolol aja, nunggu lama sampai perut sakit malah g dapet driver. Makin g ngotak aplikasi ini.",1,susah driver krn mitra driver bayar murah g bonus cuaca hujan semenjak pegang dora manajemen gojek bobrok bkn bagus tolol aja nunggu perut sakit g dapet driver g ngotak aplikasi
Gofood sekarang uda gak kayak dulu.. Jarak 1.8km aja biayanya 24rb.. dlo cm 12 rb.. Trus langganan gofood plus biasa potongan 12rb .. skrg sisa 10rb aja.. Hmmm,2,gofood uda gak kayak jarak km aja biaya rb dlo cm rb trus langgan gofood plus potong rb skrg sisa rb aja hmmm
selama ini dapatnya selalu yg Fast respon,5,dapat yg fast respon
"Tampilan aplikasi terbaru malah membingungkan. Mau pesan Go Car, begitu di klik, pindah ke atas, lalu di klik lagi.... trs HILANG. Tak ada nmr Call Center utk tanya... Alhasil pesan Grab. Mau delete aplikasi, saldo Gopay masih lumayan. Gimana Ini?",3,tampil aplikasi baru bingung pesan go car klik pindah klik trs hilang nmr call center utk alhasil pesan grab delete aplikasi saldo gopay lumayan gimana
"kadang² kalo makanan di bayar pake gopay terus di cancel driver, gopay nya ga bisa di kembaliin bust beli makanan yang lain",2,kadang kalo makan bayar pake gopay cancel driver gopay nya ga kembaliin bust beli makan
alhamdulilah setiap pesen dapet driver yang bagus,5,alhamdulilah sen dapet driver bagus
Ok Bagus banget.banyak promo dan diskon,5,ok bagus bangetbanyak promo diskon
"Sampai saat ini belum di acc, payleter dan pinjaman...🥱",5,acc payleter pinjam
"Senang pakai aplikasi ini, lebih mudah untuk berbelanja",5,senang pakai aplikasi mudah belanja
Tadi pesan makanan sampai 40 menit setelah selesai malah dibatalkan karena driver sibuk ? Terus ngulang lagi sampai 1 jam ? App trash,1,pesan makan menit selesai batal driver sibuk ngulang jam app trash
"Tolong dong dikasih nomer CS yg bisa dihubungi langsung, via chat doang di aplikasi nggak solutif banget",2,tolong kasih nomer cs yg hubung langsung via chat doang aplikasi nggak solutif banget
"Saya top-up gopay dengan BCA mobile, saldo rekening berkurang, tapi gopay tidak bertambah. Sudah telpon customer service, pelayanannya sangat tidak membantu. Dan setelah saya cek penilaian aplikasi, ternyata banyak yang mengalami hal serupa. Tolong ditindaklanjuti dengan kejelasan dan kepastian, karena saya dirugikan dalam hal materi bukan dengan jumlah yang kecil, dan kalau di akumulasi bisa menjadi kasus penggelapan uang nasabah yang jumlahnya besar. Please notice this!",1,topup gopay bca mobile saldo rekening kurang gopay tambah telpon customer service layan bantu cek nilai aplikasi alami tolong ditindaklanjuti jelas pasti rugi materi akumulasi gelap uang nasabah please notice this
Kenapa yaaa ko sering dapet nya yg jauh jauh terus jmpt nya...tolong dong kasian driver nya jmpt ny jauh,5,yaaa ko dapet nya yg jmpt nyatolong kasi driver nya jmpt ny
"pelayanan minus, cs tidak dapat memberi solusi",1,layan minus cs solusi
Makin lama bukan makin murah malah makin mahal😮‍💨,1,murah mahal
Aplikasi yang sangat bagus buat kebutuhan sehari hari,5,aplikasi bagus butuh hari
"Sebelumnya ada langganan paket dengan masa aktif 7 hari,, setelah itu tidak ada lagi. Di keterangan katanya jika update aplikasi ada layanan paket berlangganan,, setelah di-update ZONK!! 🧐 Pengalaman pakai Go R*** kurang baik,, rute memutar-mutar terkesan sengaja agar jarak tempuh jauh,, padahal drivernya 99,99% lewat rute jalan raya yg lebih singkat..",1,langgan paket aktif terang update aplikasi layan paket langgan diupdate zonk  alam pakai go r rute memutarmutar kes sengaja jarak tempuh drivernya rute jalan raya yg singkat
"Sangat membantu, efektif dan efisien",5,bantu efektif efisien
"Dimana mana kok iklan ,,lemot hp tok Tidak penting",1,mana iklan lot hp tok
Sudah kasih masukan ke Gojek tetap aja selalu dapat titik driver yang jauh.. hadehhhh,1,kasih masuk gojek aja titik driver hadehhhh
aaaa... kenapa tenor pinjamannya cuma sampe 6bulan sih. Kenapa gak 12bln,1,aaaa tenor pinjam sampe sih gak bln
"Saat hujan/grimis sulit dapat drivernya,, padahal tarifnya sedang tinggi",2,hujangrimis sulit drivernya tarif
Kalo terima pekerja lebih disaring jangan yg pemalas sma gak tau etika,1,kalo terima kerja saring yg malas sma gak tau etika
"Awalnya sy kasih bintang 5, tambah bintang 5 lagi gopay nya udah balik lagi good pisan bro",5,sy kasih bintang bintang gopay nya udah good pis bro
Saya sudah yg ke dua kali nya uninstal gojek lalu instal kembali . Tetapi pada saat saya ke menu go food gak bisa selalu notif aktifkan lokasi . Padahal lokasi hp saya sudah di aktifkan. Tolong dong aplikasinya di perbaiki. Di update bukannya bagus malah eror. Thanks,2,yg kali nya uninstal gojek instal menu go food gak notif aktif lokasi lokasi hp aktif tolong aplikasi baik update bagus eror thanks
Keseringan update...aplikasi....bikin kesel kalok belum update apikasi nya error plz donk jangan updet terus....nyedot kuota plus kalok lagi buru2 jadi terhalang karana aplikasi error kalok blm di update...kan nggak selamanya di daerah tertentu signal kuat kalok lagi nggak kuat signal update nya jadi lama banget membuat aplikasi nggk bisa di pakai ....saran saya updqte boleh tpi jangan buat uplikasi error....sebelum di upda te...,1,sering updateaplikasibikin kesel kalok update apikasi nya error plz donk updet terusnyedot kuota plus kalok buru halang karana aplikasi error kalok blm updatekan nggak daerah signal kuat kalok nggak kuat signal update nya banget aplikasi nggk pakai saran updqte tpi uplikasi errorsebelum upda te
"Cepat,aman, nyaman, terpercaya",5,cepataman nyaman percaya
Lebih simpel dan praktis,5,simpel praktis
"Go pinjam nya sangat mengecewakan masa sudah pelunasan dipercepat dari jadwalnya,pas mau pinjam lagi langsung ditolak benar benar kecewa saya",3,go pinjam nya kecewa lunas cepat jadwalnyapas pinjam langsung tolak kecewa
Apa apaan kode otp sulit masuk padahal sinyak bagus tolong segera diperbaiki,1,kode otp sulit masuk sinyak bagus tolong baik
Gojek gak guna masa mau login gagal terus terlalu banyak mencoba malah disuruh nunggu 1 jam pula dasar aplikasi gak guna,1,gojek gak login gagal coba suruh nunggu jam dasar aplikasi gak
"Selama menggunakan Gojek, semuanya baik, driver juga baik dan sopan. Makasih",5,gojek driver sopan makasih
aplikasi buruk cs lola cs seperti nya hanya Otomatis chat/AI,1,aplikasi buruk cs lola cs nya otomatis chatai
"sekarang gojek tidak benar, drivernya semua tidak ada yang niat. Apa apaan saya menunggu 1 jam hanya untuk menunggu gocar.",1,gojek drivernya niat tunggu jam tunggu gocar
